1034.782045,global-spk-a-cztery-lata-0001,cztery lata temu samodzielnie
1036.7777350000001,global-spk-a-cztery-lata-0001,a cztery lata temu samodzielnie
1038.37662,global-spk-a-cztery-lata-0001,cztery lata temu w samodzielnie
1038.53769,global-spk-a-cztery-lata-0001,cztery lata temu <unk> samodzielnie
1038.631045,global-spk-a-cztery-lata-0001,<unk> cztery lata temu samodzielnie
1039.604775,global-spk-a-cztery-lata-0001,aż cztery lata temu samodzielnie
1039.748475,global-spk-a-cztery-lata-0001,cztery lata temu z samodzielnie
1040.37231,global-spk-a-cztery-lata-0001,a cztery lata temu w samodzielnie
1040.53338,global-spk-a-cztery-lata-0001,a cztery lata temu <unk> samodzielnie
1041.744165,global-spk-a-cztery-lata-0001,a cztery lata temu z samodzielnie
1413.7079150000002,global-spk-a-jedynie-nad-0001,a jedynie nadać i cywilizowany charakter
1414.286515,global-spk-a-jedynie-nad-0001,jedynie nadać i cywilizowany charakter
1415.2664450000002,global-spk-a-jedynie-nad-0001,a jedynie na dać i cywilizowany charakter
1415.84445,global-spk-a-jedynie-nad-0001,jedynie na dać i cywilizowany charakter
1417.5923950000001,global-spk-a-jedynie-nad-0001,<unk> a jedynie nadać i cywilizowany charakter
1417.73847,global-spk-a-jedynie-nad-0001,że jedynie nadać i cywilizowany charakter
1418.20097,global-spk-a-jedynie-nad-0001,a jedynie i nadać i cywilizowany charakter
1418.31268,global-spk-a-jedynie-nad-0001,a jedynie dla dać i cywilizowany charakter
1419.042795,global-spk-a-jedynie-nad-0001,a jedynie nadać i i cywilizowany charakter
1419.1509250000001,global-spk-a-jedynie-nad-0001,<unk> a jedynie na dać i cywilizowany charakter
1644.27207,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców z reguły nie mają
1644.685355,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców reguły nie mają
1645.4422599999998,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców w reguły nie mają
1646.70896,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców w z reguły nie mają
1647.598545,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców ze reguły nie mają
1648.6806700000002,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców w ze reguły nie mają
1649.02747,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców sld reguły nie mają
1649.1590299999998,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców za reguły nie mają
1649.610705,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców gdy reguły nie mają
1650.3376700000001,global-spk-a-lokalne-kom-0001,a lokalne komitety wyborców wszyscy reguły nie mają
848.9855500000001,global-spk-a-prawica-w-m-0001,dawno
848.9987,global-spk-a-prawica-w-m-0001,a prawda o
849.1297000000001,global-spk-a-prawica-w-m-0001,a prawda to
849.893785,global-spk-a-prawica-w-m-0001,ale dawno
852.259375,global-spk-a-prawica-w-m-0001,a prawda o o
852.82332,global-spk-a-prawica-w-m-0001,prawda o o
854.187725,global-spk-a-prawica-w-m-0001,a prawda w małopolsce
854.692675,global-spk-a-prawica-w-m-0001,a prawda o od
855.1739,global-spk-a-prawica-w-m-0001,a prawda to od
855.497675,global-spk-a-prawica-w-m-0001,a prawda o o <unk>
1244.311405,global-spk-a-trzecia-sił-0001,a trzecia siła w kraju to samoobrona
1245.08258,global-spk-a-trzecia-sił-0001,a trzecia siła w kraju do samoobrona
1245.926905,global-spk-a-trzecia-sił-0001,a trzecia siła w kraju co samoobrona
1247.22975,global-spk-a-trzecia-sił-0001,a trzecia siła kraju to samoobrona
1247.7193200000002,global-spk-a-trzecia-sił-0001,a trzecia siła w celu to samoobrona
1248.235,global-spk-a-trzecia-sił-0001,a trzecia siła w celu do samoobrona
1249.301355,global-spk-a-trzecia-sił-0001,<unk> a trzecia siła w kraju to samoobrona
1249.75222,global-spk-a-trzecia-sił-0001,a trzecia siła w w kraju to samoobrona
1250.212955,global-spk-a-trzecia-sił-0001,a trzecia siła w kraju to samoobrona a
1252.23252,global-spk-a-trzecia-sił-0001,a trzecia siła w the u to samoobrona
1319.885,global-spk-a-w-lubelskie-0001,a
1324.292965,global-spk-a-w-lubelskie-0001,a <unk>
1326.9856650000002,global-spk-a-w-lubelskie-0001,a co
1327.673765,global-spk-a-w-lubelskie-0001,a także
1327.853265,global-spk-a-w-lubelskie-0001,a z
1328.426685,global-spk-a-w-lubelskie-0001,a co <unk>
1328.688615,global-spk-a-w-lubelskie-0001,a co z
1328.696515,global-spk-a-w-lubelskie-0001,a prawem
1330.99829,global-spk-a-w-lubelskie-0001,a we francji
